Gene stable ID	Gene stable ID version	Transcript stable ID	Transcript stable ID version	Opossum gene name	Opossum gene stable ID	Gene name	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)
ENSSHAG00000015212	ENSSHAG00000015212.1	ENSSHAT00000018069	ENSSHAT00000018069.1	USP19	ENSMODG00000013305	USP19	GL841583.1	1724194	1748515
ENSSHAG00000015213	ENSSHAG00000015213.1	ENSSHAT00000018070	ENSSHAT00000018070.1	RPS2	ENSMODG00000016077		GL841555.1	1724472	1727834
ENSSHAG00000015214	ENSSHAG00000015214.1	ENSSHAT00000018071	ENSSHAT00000018071.1	ARID4B	ENSMODG00000008417	ARID4B	GL856802.1	1724511	1909203
ENSSHAG00000015214	ENSSHAG00000015214.1	ENSSHAT00000018072	ENSSHAT00000018072.1	ARID4B	ENSMODG00000008417	ARID4B	GL856802.1	1724511	1909203
ENSSHAG00000015215	ENSSHAG00000015215.1	ENSSHAT00000018073	ENSSHAT00000018073.1	KDM5B	ENSMODG00000000755	KDM5B	GL856776.1	1724803	1765668
ENSSHAG00000015216	ENSSHAG00000015216.1	ENSSHAT00000018074	ENSSHAT00000018074.1		ENSMODG00000044564	FAM92A	GL841366.1	1724839	1755785
ENSSHAG00000015216	ENSSHAG00000015216.1	ENSSHAT00000018074	ENSSHAT00000018074.1		ENSMODG00000049772	FAM92A	GL841366.1	1724839	1755785
ENSSHAG00000015216	ENSSHAG00000015216.1	ENSSHAT00000018074	ENSSHAT00000018074.1		ENSMODG00000048602	FAM92A	GL841366.1	1724839	1755785
ENSSHAG00000015216	ENSSHAG00000015216.1	ENSSHAT00000018074	ENSSHAT00000018074.1		ENSMODG00000007447	FAM92A	GL841366.1	1724839	1755785
ENSSHAG00000015217	ENSSHAG00000015217.1	ENSSHAT00000018075	ENSSHAT00000018075.1	NEUROD1	ENSMODG00000010392	NEUROD1	GL849638.1	1724922	1725995
ENSSHAG00000015218	ENSSHAG00000015218.1	ENSSHAT00000018076	ENSSHAT00000018076.1	DCTD	ENSMODG00000004124		GL864790.1	1724927	1768475
ENSSHAG00000015219	ENSSHAG00000015219.1	ENSSHAT00000018077	ENSSHAT00000018077.1	PRKAG3	ENSMODG00000015369	PRKAG3	GL849891.1	1725460	1732523
ENSSHAG00000015220	ENSSHAG00000015220.1	ENSSHAT00000018078	ENSSHAT00000018078.1	RAD17	ENSMODG00000019420		GL841357.1	1725607	1734945
ENSSHAG00000015221	ENSSHAG00000015221.1	ENSSHAT00000018079	ENSSHAT00000018079.1		ENSMODG00000009568	CBX7	GL861591.1	1725740	1749629
ENSSHAG00000015222	ENSSHAG00000015222.1	ENSSHAT00000018080	ENSSHAT00000018080.1	GARNL3	ENSMODG00000019806	GARNL3	GL834640.1	1725759	1878703
ENSSHAG00000015223	ENSSHAG00000015223.1	ENSSHAT00000018081	ENSSHAT00000018081.1	NQO1	ENSMODG00000002707	NQO1	GL834769.1	1725837	1743334
ENSSHAG00000015224	ENSSHAG00000015224.1	ENSSHAT00000018082	ENSSHAT00000018082.1	TRPC1	ENSMODG00000021239	TRPC1	GL849907.1	1726090	1777047
ENSSHAG00000015225	ENSSHAG00000015225.1	ENSSHAT00000018083	ENSSHAT00000018083.1		ENSMODG00000040466		GL834436.1	1726219	1726413
ENSSHAG00000015226	ENSSHAG00000015226.1	ENSSHAT00000018084	ENSSHAT00000018084.1		ENSMODG00000010389		GL861688.1	1726505	1734279
ENSSHAG00000015227	ENSSHAG00000015227.1	ENSSHAT00000018085	ENSSHAT00000018085.1	SLC43A1	ENSMODG00000020101	SLC43A1	GL864900.1	1726562	1751517
ENSSHAG00000015227	ENSSHAG00000015227.1	ENSSHAT00000018086	ENSSHAT00000018086.1	SLC43A1	ENSMODG00000020101	SLC43A1	GL864900.1	1726562	1751517
ENSSHAG00000015228	ENSSHAG00000015228.1	ENSSHAT00000018087	ENSSHAT00000018087.1	MTG2	ENSMODG00000016699	MTG2	GL834662.1	1726610	1761062
ENSSHAG00000015229	ENSSHAG00000015229.1	ENSSHAT00000018088	ENSSHAT00000018088.1		ENSMODG00000047532		GL834749.1	1726684	1726869
ENSSHAG00000015230	ENSSHAG00000015230.1	ENSSHAT00000018089	ENSSHAT00000018089.1	CREB3L1	ENSMODG00000019888	CREB3L1	GL864893.1	1726981	1781980
ENSSHAG00000015231	ENSSHAG00000015231.1	ENSSHAT00000018090	ENSSHAT00000018090.1		ENSMODG00000016566		GL834665.1	1726990	1728948
ENSSHAG00000015232	ENSSHAG00000015232.1	ENSSHAT00000018091	ENSSHAT00000018091.1	ANXA2	ENSMODG00000011604	ANXA2	GL834483.1	1727369	1786309
ENSSHAG00000015233	ENSSHAG00000015233.1	ENSSHAT00000018092	ENSSHAT00000018092.1	RAI14	ENSMODG00000020394		GL841593.1	1727428	1729583
ENSSHAG00000015234	ENSSHAG00000015234.1	ENSSHAT00000018093	ENSSHAT00000018093.1				GL841555.1	1727485	1728543
ENSSHAG00000015235	ENSSHAG00000015235.1	ENSSHAT00000018094	ENSSHAT00000018094.1	PHOX2B	ENSMODG00000020573	PHOX2B	GL864851.1	1727952	1731214
ENSSHAG00000015236	ENSSHAG00000015236.1	ENSSHAT00000018095	ENSSHAT00000018095.1	FKBP6	ENSMODG00000013754	FKBP6	GL857013.1	1728077	1742858
ENSSHAG00000015237	ENSSHAG00000015237.1	ENSSHAT00000018096	ENSSHAT00000018096.1		ENSMODG00000047896		GL849765.1	1728189	1763314
ENSSHAG00000015238	ENSSHAG00000015238.1	ENSSHAT00000018097	ENSSHAT00000018097.1	CAPN2	ENSMODG00000005094	CAPN2	GL856791.1	1728459	1771813
ENSSHAG00000015238	ENSSHAG00000015238.1	ENSSHAT00000018098	ENSSHAT00000018098.1	CAPN2	ENSMODG00000005094	CAPN2	GL856791.1	1728459	1771813
ENSSHAG00000015239	ENSSHAG00000015239.1	ENSSHAT00000018099	ENSSHAT00000018099.1	REXO1	ENSMODG00000004395	REXO1	GL841420.1	1728637	1792003
ENSSHAG00000015240	ENSSHAG00000015240.1	ENSSHAT00000018100	ENSSHAT00000018100.1	ESR1	ENSMODG00000016719	ESR1	GL856964.1	1729023	2048920
ENSSHAG00000015240	ENSSHAG00000015240.1	ENSSHAT00000018101	ENSSHAT00000018101.1	ESR1	ENSMODG00000016719	ESR1	GL856964.1	1729023	2048920
ENSSHAG00000015241	ENSSHAG00000015241.1	ENSSHAT00000018102	ENSSHAT00000018102.1	FAM20C	ENSMODG00000008498	FAM20C	GL841498.1	1729114	1881293
ENSSHAG00000015241	ENSSHAG00000015241.1	ENSSHAT00000018103	ENSSHAT00000018103.1	FAM20C	ENSMODG00000008498	FAM20C	GL841498.1	1729114	1881293
ENSSHAG00000015242	ENSSHAG00000015242.1	ENSSHAT00000018104	ENSSHAT00000018104.1	MSANTD2	ENSMODG00000003818		GL849683.1	1729491	1736217
ENSSHAG00000015243	ENSSHAG00000015243.1	ENSSHAT00000018105	ENSSHAT00000018105.1				GL834624.1	1729990	1731710
ENSSHAG00000015244	ENSSHAG00000015244.1	ENSSHAT00000018106	ENSSHAT00000018106.1	PRG4	ENSMODG00000011585		GL856758.1	1730170	1751647
ENSSHAG00000015245	ENSSHAG00000015245.1	ENSSHAT00000018107	ENSSHAT00000018107.1		ENSMODG00000027773		GL834609.1	1730192	1769444
ENSSHAG00000015246	ENSSHAG00000015246.1	ENSSHAT00000018108	ENSSHAT00000018108.1		ENSMODG00000007606		GL841539.1	1730304	1811403
ENSSHAG00000015247	ENSSHAG00000015247.1	ENSSHAT00000018109	ENSSHAT00000018109.1	MTFR1	ENSMODG00000008149	MTFR1	GL841248.1	1731028	1774991
ENSSHAG00000015248	ENSSHAG00000015248.1	ENSSHAT00000018110	ENSSHAT00000018110.1	PCDH10	ENSMODG00000020768	PCDH10	GL864830.1	1731544	1746594
ENSSHAG00000015249	ENSSHAG00000015249.1	ENSSHAT00000018111	ENSSHAT00000018111.1	GINS2	ENSMODG00000004604	GINS2	GL834765.1	1731845	1735941
ENSSHAG00000015250	ENSSHAG00000015250.1	ENSSHAT00000018112	ENSSHAT00000018112.1	DEGS2	ENSMODG00000044302	DEGS2	GL834588.1	1732173	1751439
ENSSHAG00000015251	ENSSHAG00000015251.1	ENSSHAT00000018113	ENSSHAT00000018113.1		ENSMODG00000018101		GL861612.1	1732392	1742117
ENSSHAG00000015252	ENSSHAG00000015252.1	ENSSHAT00000018114	ENSSHAT00000018114.1				GL861608.1	1732393	1733088
ENSSHAG00000015253	ENSSHAG00000015253.1	ENSSHAT00000018115	ENSSHAT00000018115.1		ENSMODG00000019178		GL864738.1	1732735	1759833
ENSSHAG00000015254	ENSSHAG00000015254.1	ENSSHAT00000018116	ENSSHAT00000018116.1	TDRD7	ENSMODG00000003093		GL841299.1	1732901	1743911
ENSSHAG00000015255	ENSSHAG00000015255.1	ENSSHAT00000018117	ENSSHAT00000018117.1	RPA2	ENSMODG00000010736	RPA2	GL849747.1	1732946	1748847
ENSSHAG00000015256	ENSSHAG00000015256.1	ENSSHAT00000018118	ENSSHAT00000018118.1	LRRC3B	ENSMODG00000023990	LRRC3B	GL861703.1	1733081	1733860
ENSSHAG00000015257	ENSSHAG00000015257.1	ENSSHAT00000018119	ENSSHAT00000018119.1	RNF151	ENSMODG00000016093	RNF151	GL841555.1	1733297	1734770
ENSSHAG00000015258	ENSSHAG00000015258.1	ENSSHAT00000018120	ENSSHAT00000018120.1	ABCC4	ENSMODG00000009315	ABCC4	GL849857.1	1733645	1948671
ENSSHAG00000015259	ENSSHAG00000015259.1	ENSSHAT00000018121	ENSSHAT00000018121.1	OR52N1	ENSMODG00000037924	OR52N1	GL849739.1	1733740	1734711
ENSSHAG00000015260	ENSSHAG00000015260.1	ENSSHAT00000018122	ENSSHAT00000018122.1	CAV1	ENSMODG00000015826	CAV1	GL861647.1	1735262	1777830
ENSSHAG00000015260	ENSSHAG00000015260.1	ENSSHAT00000018123	ENSSHAT00000018123.1	CAV1	ENSMODG00000015826	CAV1	GL861647.1	1735262	1777830
ENSSHAG00000015261	ENSSHAG00000015261.1	ENSSHAT00000018124	ENSSHAT00000018124.1	CLN5	ENSMODG00000040189		GL849869.1	1735267	1743504
ENSSHAG00000015262	ENSSHAG00000015262.1	ENSSHAT00000018125	ENSSHAT00000018125.1	RFLB	ENSMODG00000048062		GL841562.1	1735436	1745235
ENSSHAG00000015262	ENSSHAG00000015262.1	ENSSHAT00000018126	ENSSHAT00000018126.1	RFLB	ENSMODG00000048062		GL841562.1	1735436	1745235
ENSSHAG00000015263	ENSSHAG00000015263.1	ENSSHAT00000018127	ENSSHAT00000018127.1	PGAP3	ENSMODG00000012824	PGAP3	GL856827.1	1735933	1748740
ENSSHAG00000015264	ENSSHAG00000015264.1	ENSSHAT00000018128	ENSSHAT00000018128.1				GL856829.1	1736040	1756873
ENSSHAG00000015265	ENSSHAG00000015265.1	ENSSHAT00000018129	ENSSHAT00000018129.1		ENSMODG00000018134	FHL5	GL856926.1	1736490	1806784
ENSSHAG00000015266	ENSSHAG00000015266.1	ENSSHAT00000018130	ENSSHAT00000018130.1	TBL3	ENSMODG00000016091	TBL3	GL841555.1	1736720	1746474
ENSSHAG00000015267	ENSSHAG00000015267.1	ENSSHAT00000018131	ENSSHAT00000018131.1		ENSMODG00000006410	TSG101	GL864878.1	1736809	1806474
ENSSHAG00000015267	ENSSHAG00000015267.1	ENSSHAT00000018131	ENSSHAT00000018131.1		ENSMODG00000044777	TSG101	GL864878.1	1736809	1806474
ENSSHAG00000015268	ENSSHAG00000015268.1	ENSSHAT00000018132	ENSSHAT00000018132.1	JADE1	ENSMODG00000020759	JADE1	GL864833.1	1737158	1792429
ENSSHAG00000015269	ENSSHAG00000015269.1	ENSSHAT00000018133	ENSSHAT00000018133.1	GRB14	ENSMODG00000038125	GRB14	GL849629.1	1737779	1823074
ENSSHAG00000015270	ENSSHAG00000015270.1	ENSSHAT00000018134	ENSSHAT00000018134.1	CPNE9	ENSMODG00000005036	CPNE9	GL841597.1	1737781	1747117
ENSSHAG00000015271	ENSSHAG00000015271.1	ENSSHAT00000018135	ENSSHAT00000018135.1		ENSMODG00000019061		GL864737.1	1739010	1816184
ENSSHAG00000015272	ENSSHAG00000015272.1	ENSSHAT00000018136	ENSSHAT00000018136.1	RBKS	ENSMODG00000015586	RBKS	GL856719.1	1740745	1877154
ENSSHAG00000015273	ENSSHAG00000015273.1	ENSSHAT00000018137	ENSSHAT00000018137.1	DYNC1I2	ENSMODG00000008772	DYNC1I2	GL849633.1	1740773	1792017
ENSSHAG00000015273	ENSSHAG00000015273.1	ENSSHAT00000018138	ENSSHAT00000018138.1	DYNC1I2	ENSMODG00000008772	DYNC1I2	GL849633.1	1740773	1792017
ENSSHAG00000015274	ENSSHAG00000015274.1	ENSSHAT00000018139	ENSSHAT00000018139.1		ENSMODG00000015016	KIF21A	GL861621.1	1741073	1846474
ENSSHAG00000015274	ENSSHAG00000015274.1	ENSSHAT00000018140	ENSSHAT00000018140.1		ENSMODG00000015016	KIF21A	GL861621.1	1741073	1846474
ENSSHAG00000015275	ENSSHAG00000015275.1	ENSSHAT00000018141	ENSSHAT00000018141.1	NDRG1	ENSMODG00000001109	NDRG1	GL841396.1	1741881	1818923
ENSSHAG00000015276	ENSSHAG00000015276.1	ENSSHAT00000018142	ENSSHAT00000018142.1	YOD1	ENSMODG00000002159		GL867611.1	1741933	1744069
ENSSHAG00000015277	ENSSHAG00000015277.1	ENSSHAT00000018143	ENSSHAT00000018143.1	OCIAD1	ENSMODG00000020640		GL834723.1	1742985	1743728
ENSSHAG00000015278	ENSSHAG00000015278.1	ENSSHAT00000018144	ENSSHAT00000018144.1	ING4	ENSMODG00000018103	ING4	GL861612.1	1743979	1751938
ENSSHAG00000015279	ENSSHAG00000015279.1	ENSSHAT00000018145	ENSSHAT00000018145.1				GL834662.1	1744073	1745283
ENSSHAG00000015280	ENSSHAG00000015280.1	ENSSHAT00000018146	ENSSHAT00000018146.1			MXI1	GL834464.1	1744325	1826690
ENSSHAG00000015281	ENSSHAG00000015281.1	ENSSHAT00000018147	ENSSHAT00000018147.1	CIAPIN1	ENSMODG00000013522	CIAPIN1	GL834650.1	1745200	1753164
ENSSHAG00000015282	ENSSHAG00000015282.1	ENSSHAT00000018148	ENSSHAT00000018148.1			P2RY10	GL867608.1	1745419	1780841
ENSSHAG00000015283	ENSSHAG00000015283.1	ENSSHAT00000018149	ENSSHAT00000018149.1	BEND3	ENSMODG00000018019	BEND3	GL856934.1	1745740	1781880
ENSSHAG00000015284	ENSSHAG00000015284.1	ENSSHAT00000018150	ENSSHAT00000018150.1	PIBF1	ENSMODG00000050046		GL849868.1	1745883	1818724
ENSSHAG00000015285	ENSSHAG00000015285.1	ENSSHAT00000018151	ENSSHAT00000018151.1		ENSMODG00000049873		GL841555.1	1746177	1750694
ENSSHAG00000015286	ENSSHAG00000015286.1	ENSSHAT00000018152	ENSSHAT00000018152.1	SEPHS1	ENSMODG00000016864	SEPHS1	GL861628.1	1746909	1782915
ENSSHAG00000015286	ENSSHAG00000015286.1	ENSSHAT00000018153	ENSSHAT00000018153.1	SEPHS1	ENSMODG00000016864	SEPHS1	GL861628.1	1746909	1782915
ENSSHAG00000015287	ENSSHAG00000015287.1	ENSSHAT00000018154	ENSSHAT00000018154.1	SFRP1	ENSMODG00000010484	SFRP1	GL834710.1	1747372	1818998
ENSSHAG00000015288	ENSSHAG00000015288.1	ENSSHAT00000018155	ENSSHAT00000018155.1		ENSMODG00000011491		GL841415.1	1747504	1749690
ENSSHAG00000015289	ENSSHAG00000015289.1	ENSSHAT00000018156	ENSSHAT00000018156.1			SEZ6	GL857001.1	1747586	1785230
ENSSHAG00000015290	ENSSHAG00000015290.1	ENSSHAT00000018157	ENSSHAT00000018157.1	MFSD6	ENSMODG00000011589	MFSD6	GL849648.1	1747601	1842948
ENSSHAG00000015291	ENSSHAG00000015291.1	ENSSHAT00000018158	ENSSHAT00000018158.1	OTX2	ENSMODG00000047226	OTX2	GL834542.1	1747668	1752235
ENSSHAG00000015291	ENSSHAG00000015291.1	ENSSHAT00000018159	ENSSHAT00000018159.1	OTX2	ENSMODG00000047226	OTX2	GL834542.1	1747668	1752235
ENSSHAG00000015292	ENSSHAG00000015292.1	ENSSHAT00000018160	ENSSHAT00000018160.1	PNMT	ENSMODG00000040486	PNMT	GL856827.1	1747675	1752796
ENSSHAG00000015293	ENSSHAG00000015293.1	ENSSHAT00000018161	ENSSHAT00000018161.1		ENSMODG00000016558		GL834665.1	1747823	1763305
ENSSHAG00000015294	ENSSHAG00000015294.1	ENSSHAT00000018162	ENSSHAT00000018162.1		ENSMODG00000010954		GL834419.1	1748221	1750073
ENSSHAG00000015295	ENSSHAG00000015295.1	ENSSHAT00000018163	ENSSHAT00000018163.1	FBXL3	ENSMODG00000001143	FBXL3	GL849869.1	1748700	1765658
ENSSHAG00000015296	ENSSHAG00000015296.1	ENSSHAT00000018164	ENSSHAT00000018164.1				GL849741.1	1749312	1751984
ENSSHAG00000015297	ENSSHAG00000015297.1	ENSSHAT00000018165	ENSSHAT00000018165.1	LAMA2	ENSMODG00000017651	LAMA2	GL856948.1	1749691	2283893
ENSSHAG00000015298	ENSSHAG00000015298.1	ENSSHAT00000018166	ENSSHAT00000018166.1		ENSMODG00000013686	MKRN1	GL861661.1	1749803	1768231
ENSSHAG00000015299	ENSSHAG00000015299.1	ENSSHAT00000018167	ENSSHAT00000018167.1	FAM210A	ENSMODG00000039283	FAM210A	GL841318.1	1750259	1759817
ENSSHAG00000015300	ENSSHAG00000015300.1	ENSSHAT00000018168	ENSSHAT00000018168.1		ENSMODG00000015297		GL867594.1	1751143	1754376
ENSSHAG00000015300	ENSSHAG00000015300.1	ENSSHAT00000018169	ENSSHAT00000018169.1		ENSMODG00000015297		GL867594.1	1751143	1754376
ENSSHAG00000015301	ENSSHAG00000015301.1	ENSSHAT00000018170	ENSSHAT00000018170.1	OR52N5	ENSMODG00000043755	OR52N5	GL849739.1	1751420	1752373
ENSSHAG00000015302	ENSSHAG00000015302.1	ENSSHAT00000018171	ENSSHAT00000018171.1	PHC3	ENSMODG00000016086	PHC3	GL849911.1	1751488	1813660
ENSSHAG00000015302	ENSSHAG00000015302.1	ENSSHAT00000018172	ENSSHAT00000018172.1	PHC3	ENSMODG00000016086	PHC3	GL849911.1	1751488	1813660
ENSSHAG00000015303	ENSSHAG00000015303.1	ENSSHAT00000018173	ENSSHAT00000018173.1		ENSMODG00000023987	CCNQ	GL856961.1	1751666	1752424
ENSSHAG00000015303	ENSSHAG00000015303.1	ENSSHAT00000018173	ENSSHAT00000018173.1		ENSMODG00000023287	CCNQ	GL856961.1	1751666	1752424
ENSSHAG00000015304	ENSSHAG00000015304.1	ENSSHAT00000018174	ENSSHAT00000018174.1	HLF	ENSMODG00000014851	HLF	GL856816.1	1751693	1830100
ENSSHAG00000015305	ENSSHAG00000015305.1	ENSSHAT00000018175	ENSSHAT00000018175.1	TPR	ENSMODG00000011641	TPR	GL856758.1	1751846	1813216
ENSSHAG00000015306	ENSSHAG00000015306.1	ENSSHAT00000018176	ENSSHAT00000018176.1		ENSMODG00000047117		GL867607.1	1751886	1752383
ENSSHAG00000015307	ENSSHAG00000015307.1	ENSSHAT00000018177	ENSSHAT00000018177.1		ENSMODG00000045812		GL834508.1	1751909	1807260
ENSSHAG00000015307	ENSSHAG00000015307.1	ENSSHAT00000018178	ENSSHAT00000018178.1		ENSMODG00000045812		GL834508.1	1751909	1807260
ENSSHAG00000015308	ENSSHAG00000015308.1	ENSSHAT00000018179	ENSSHAT00000018179.1	HIF1AN	ENSMODG00000036427	HIF1AN	GL834466.1	1752535	1762266
ENSSHAG00000015309	ENSSHAG00000015309.1	ENSSHAT00000018180	ENSSHAT00000018180.1	ST3GAL5	ENSMODG00000009287	ST3GAL5	GL834782.1	1752962	1791243
ENSSHAG00000015310	ENSSHAG00000015310.1	ENSSHAT00000018181	ENSSHAT00000018181.1			KRT72	GL861721.1	1753092	1766498
ENSSHAG00000015310	ENSSHAG00000015310.1	ENSSHAT00000018182	ENSSHAT00000018182.1			KRT72	GL861721.1	1753092	1766498
ENSSHAG00000015311	ENSSHAG00000015311.1	ENSSHAT00000018183	ENSSHAT00000018183.1	SIX6	ENSMODG00000008633	SIX6	GL841141.1	1753113	1755371
ENSSHAG00000015312	ENSSHAG00000015312.1	ENSSHAT00000018184	ENSSHAT00000018184.1	DNASE2	ENSMODG00000011483	DNASE2	GL841415.1	1753349	1755836
ENSSHAG00000015313	ENSSHAG00000015313.1	ENSSHAT00000018185	ENSSHAT00000018185.1		ENSMODG00000013464		GL841462.1	1753859	1757654
ENSSHAG00000015314	ENSSHAG00000015314.1	ENSSHAT00000018186	ENSSHAT00000018186.1	ZFYVE21	ENSMODG00000013535	ZFYVE21	GL834583.1	1753963	1770337
ENSSHAG00000015314	ENSSHAG00000015314.1	ENSSHAT00000018187	ENSSHAT00000018187.1	ZFYVE21	ENSMODG00000013535	ZFYVE21	GL834583.1	1753963	1770337
ENSSHAG00000015315	ENSSHAG00000015315.1	ENSSHAT00000018188	ENSSHAT00000018188.1		ENSMODG00000025642		GL841244.1	1754161	1789178
ENSSHAG00000015316	ENSSHAG00000015316.1	ENSSHAT00000018189	ENSSHAT00000018189.1		ENSMODG00000025567		GL849661.1	1754526	1757139
ENSSHAG00000015317	ENSSHAG00000015317.1	ENSSHAT00000018190	ENSSHAT00000018190.1		ENSMODG00000005437		GL856995.1	1754720	1756753
ENSSHAG00000015318	ENSSHAG00000015318.1	ENSSHAT00000018191	ENSSHAT00000018191.1				GL841415.1	1755305	1757664
ENSSHAG00000015319	ENSSHAG00000015319.1	ENSSHAT00000018192	ENSSHAT00000018192.1		ENSMODG00000005932		GL867599.1	1755355	1766205
ENSSHAG00000015319	ENSSHAG00000015319.1	ENSSHAT00000018192	ENSSHAT00000018192.1		ENSMODG00000025382		GL867599.1	1755355	1766205
ENSSHAG00000015320	ENSSHAG00000015320.1	ENSSHAT00000018193	ENSSHAT00000018193.1		ENSMODG00000005085		GL841597.1	1756078	1767967
ENSSHAG00000015321	ENSSHAG00000015321.1	ENSSHAT00000018194	ENSSHAT00000018194.1	DYNC2H1	ENSMODG00000000925		GL849677.1	1756096	1921688
ENSSHAG00000015322	ENSSHAG00000015322.1	ENSSHAT00000018195	ENSSHAT00000018195.1	LAMB2	ENSMODG00000013288	LAMB2	GL841583.1	1756362	1806152
ENSSHAG00000015323	ENSSHAG00000015323.1	ENSSHAT00000018196	ENSSHAT00000018196.1	PCDH18	ENSMODG00000000040	PCDH18	GL864827.1	1756649	1773078
ENSSHAG00000015324	ENSSHAG00000015324.1	ENSSHAT00000018197	ENSSHAT00000018197.1	RCAN2	ENSMODG00000039825	RCAN2	GL856888.1	1757223	1918094
ENSSHAG00000015325	ENSSHAG00000015325.1	ENSSHAT00000018198	ENSSHAT00000018198.1	EVL	ENSMODG00000013104	EVL	GL834588.1	1757238	1851725
ENSSHAG00000015326	ENSSHAG00000015326.1	ENSSHAT00000018199	ENSSHAT00000018199.1	SPPL3	ENSMODG00000002983	SPPL3	GL841443.1	1757292	1800526
ENSSHAG00000015326	ENSSHAG00000015326.1	ENSSHAT00000018200	ENSSHAT00000018200.1	SPPL3	ENSMODG00000002983	SPPL3	GL841443.1	1757292	1800526
ENSSHAG00000015327	ENSSHAG00000015327.1	ENSSHAT00000018201	ENSSHAT00000018201.1	TCAP	ENSMODG00000012806	TCAP	GL856827.1	1757510	1759217
ENSSHAG00000015328	ENSSHAG00000015328.1	ENSSHAT00000018202	ENSSHAT00000018202.1	PECR	ENSMODG00000015562		GL849892.1	1757854	1780043
ENSSHAG00000015329	ENSSHAG00000015329.1	ENSSHAT00000018203	ENSSHAT00000018203.1				GL864734.1	1757957	1771696
ENSSHAG00000015330	ENSSHAG00000015330.1	ENSSHAT00000018204	ENSSHAT00000018204.1	ZNF384	ENSMODG00000018105	ZNF384	GL861612.1	1758047	1783473
ENSSHAG00000015330	ENSSHAG00000015330.1	ENSSHAT00000018205	ENSSHAT00000018205.1	ZNF384	ENSMODG00000018105	ZNF384	GL861612.1	1758047	1783473
ENSSHAG00000015331	ENSSHAG00000015331.1	ENSSHAT00000018206	ENSSHAT00000018206.1		ENSMODG00000010740	SMPDL3B	GL849747.1	1758227	1778119
ENSSHAG00000015331	ENSSHAG00000015331.1	ENSSHAT00000018206	ENSSHAT00000018206.1		ENSMODG00000049155	SMPDL3B	GL849747.1	1758227	1778119
ENSSHAG00000015331	ENSSHAG00000015331.1	ENSSHAT00000018206	ENSSHAT00000018206.1		ENSMODG00000042812	SMPDL3B	GL849747.1	1758227	1778119
ENSSHAG00000015332	ENSSHAG00000015332.1	ENSSHAT00000018207	ENSSHAT00000018207.1	LMTK2	ENSMODG00000008276	LMTK2	GL841496.1	1758229	1819691
ENSSHAG00000015333	ENSSHAG00000015333.1	ENSSHAT00000018208	ENSSHAT00000018208.1	NCAM1	ENSMODG00000014314	NCAM1	GL849660.1	1758899	1849981
ENSSHAG00000015333	ENSSHAG00000015333.1	ENSSHAT00000018209	ENSSHAT00000018209.1	NCAM1	ENSMODG00000014314	NCAM1	GL849660.1	1758899	1849981
ENSSHAG00000015334	ENSSHAG00000015334.1	ENSSHAT00000018210	ENSSHAT00000018210.1	CLUAP1	ENSMODG00000016420	CLUAP1	GL841550.1	1759354	1787723
ENSSHAG00000015334	ENSSHAG00000015334.1	ENSSHAT00000018211	ENSSHAT00000018211.1	CLUAP1	ENSMODG00000016420	CLUAP1	GL841550.1	1759354	1787723
ENSSHAG00000015335	ENSSHAG00000015335.1	ENSSHAT00000018212	ENSSHAT00000018212.1	RBM12B	ENSMODG00000007436	RBM12B	GL841366.1	1759531	1761768
ENSSHAG00000015336	ENSSHAG00000015336.1	ENSSHAT00000018213	ENSSHAT00000018213.1	TMOD1	ENSMODG00000003143	TMOD1	GL841485.1	1759966	1901588
ENSSHAG00000015337	ENSSHAG00000015337.1	ENSSHAT00000018214	ENSSHAT00000018214.1	RGS5	ENSMODG00000001208	RGS5	GL856748.1	1760224	1842497
ENSSHAG00000015338	ENSSHAG00000015338.1	ENSSHAT00000018215	ENSSHAT00000018215.1	ELOVL4	ENSMODG00000018420	ELOVL4	GL856912.1	1760700	1810681
ENSSHAG00000015339	ENSSHAG00000015339.1	ENSSHAT00000018216	ENSSHAT00000018216.1	SS18L1	ENSMODG00000016697	SS18L1	GL834662.1	1761202	1787482
ENSSHAG00000015340	ENSSHAG00000015340.1	ENSSHAT00000018217	ENSSHAT00000018217.1	COQ9	ENSMODG00000013530	COQ9	GL834650.1	1761248	1785910
ENSSHAG00000015340	ENSSHAG00000015340.1	ENSSHAT00000018218	ENSSHAT00000018218.1	COQ9	ENSMODG00000013530	COQ9	GL834650.1	1761248	1785910
ENSSHAG00000015340	ENSSHAG00000015340.1	ENSSHAT00000018219	ENSSHAT00000018219.1	COQ9	ENSMODG00000013530	COQ9	GL834650.1	1761248	1785910
ENSSHAG00000015341	ENSSHAG00000015341.1	ENSSHAT00000018220	ENSSHAT00000018220.1	WDR63	ENSMODG00000000354	WDR63	GL856745.1	1761406	1819860
ENSSHAG00000015342	ENSSHAG00000015342.1	ENSSHAT00000018221	ENSSHAT00000018221.1	ASB16	ENSMODG00000011774	ASB16	GL856829.1	1761485	1764695
ENSSHAG00000015343	ENSSHAG00000015343.1	ENSSHAT00000018222	ENSSHAT00000018222.1	NXPH2	ENSMODG00000001201	NXPH2	GL849611.1	1761586	1915190
ENSSHAG00000015343	ENSSHAG00000015343.1	ENSSHAT00000018223	ENSSHAT00000018223.1	NXPH2	ENSMODG00000001201	NXPH2	GL849611.1	1761586	1915190
